Header	RF	SVM
>Sequence20301	0.5	0.24
>Sequence20302	0.5	0.782
>Sequence20303	0.5	0.777
>Sequence20304	0.35	0.38
>Sequence20305	0.5	0.204
>Sequence20306	0.45	0.787
>Sequence20307	0.5	0.715
>Sequence20308	0.45	0.17
>Sequence20309	0.35	0.098
>Sequence20310	0.45	0.789
>Sequence20311	0.35	0.844
>Sequence20312	0.5	0.68
>Sequence20313	0.4	0.608
>Sequence20314	0.45	0.388
>Sequence20315	0.45	0.789
>Sequence20316	0.45	0.083
>Sequence20317	0.5	0.486
>Sequence20318	0.45	0.208
>Sequence20319	0.35	0.266
>Sequence20320	0.35	0.806
>Sequence20321	0.55	0.115
>Sequence20322	0.4	0.339
>Sequence20323	0.45	0.121
>Sequence20324	0.35	0.369
>Sequence20325	0.5	0.794
>Sequence20326	0.45	0.235
>Sequence20327	0.5	0.422
>Sequence20328	0.25	0.292
>Sequence20329	0.4	0.22
>Sequence20330	0.55	0.137
>Sequence20331	0.4	0.329
>Sequence20332	0.3	0.286
>Sequence20333	0.55	0.255
>Sequence20334	0.5	0.431
>Sequence20335	0.45	0.709
>Sequence20336	0.3	0.179
>Sequence20337	0.25	0.326
>Sequence20338	0.6	0.397
>Sequence20339	0.4	0.204
>Sequence20340	0.4	0.739
>Sequence20341	0.35	0.4
>Sequence20342	0.35	0.148
>Sequence20343	0.45	0.808
>Sequence20344	0.4	0.663
>Sequence20345	0.45	0.364
>Sequence20346	0.45	0.173
>Sequence20347	0.35	0.778
>Sequence20348	0.45	0.594
>Sequence20349	0.5	0.65
>Sequence20350	0.4	0.669
>Sequence20351	0.45	0.49
>Sequence20352	0.4	0.824
>Sequence20353	0.45	0.8
>Sequence20354	0.65	0.412
>Sequence20355	0.4	0.665
>Sequence20356	0.35	0.187
>Sequence20357	0.6	0.755
>Sequence20358	0.45	0.632
>Sequence20359	0.6	0.336
>Sequence20360	0.25	0.226
>Sequence20361	0.3	0.432
>Sequence20362	0.45	0.736
>Sequence20363	0.55	0.395
>Sequence20364	0.35	0.671
>Sequence20365	0.4	0.712
>Sequence20366	0.45	0.745
>Sequence20367	0.3	0.221
>Sequence20368	0.15	0.129
>Sequence20369	0.4	0.693
>Sequence20370	0.3	0.303
>Sequence20371	0.35	0.731
>Sequence20372	0.4	0.198
>Sequence20373	0.45	0.252
>Sequence20374	0.45	0.773
>Sequence20375	0.35	0.256
>Sequence20376	0.45	0.812
>Sequence20377	0.4	0.448
>Sequence20378	0.45	0.755
>Sequence20379	0.4	0.177
>Sequence20380	0.45	0.761
>Sequence20381	0.5	0.679
>Sequence20382	0.4	0.645
>Sequence20383	0.45	0.688
>Sequence20384	0.35	0.289
>Sequence20385	0.35	0.202
>Sequence20386	0.4	0.747
>Sequence20387	0.4	0.352
>Sequence20388	0.4	0.154
>Sequence20389	0.45	0.349
>Sequence20390	0.45	0.735
>Sequence20391	0.3	0.624
>Sequence20392	0.45	0.528
>Sequence20393	0.4	0.036
>Sequence20394	0.4	0.56
>Sequence20395	0.35	0.253
>Sequence20396	0.45	0.77
>Sequence20397	0.4	0.678
>Sequence20398	0.4	0.092
>Sequence20399	0.5	0.161
>Sequence20400	0.5	0.843
