Header	RF	SVM
>Sequence5001	0.5	0.295
>Sequence5002	0.45	0.782
>Sequence5003	0.55	0.766
>Sequence5004	0.55	0.291
>Sequence5005	0.2	0.336
>Sequence5006	0.4	0.725
>Sequence5007	0.45	0.237
>Sequence5008	0.6	0.262
>Sequence5009	0.4	0.718
>Sequence5010	0.3	0.102
>Sequence5011	0.55	0.761
>Sequence5012	0.4	0.76
>Sequence5013	0.6	0.637
>Sequence5014	0.35	0.197
>Sequence5015	0.25	0.241
>Sequence5016	0.35	0.237
>Sequence5017	0.2	0.233
>Sequence5018	0.5	0.384
>Sequence5019	0.55	0.648
>Sequence5020	0.45	0.292
>Sequence5021	0.4	0.151
>Sequence5022	0.4	0.28
>Sequence5023	0.4	0.513
>Sequence5024	0.5	0.59
>Sequence5025	0.4	0.793
>Sequence5026	0.55	0.101
>Sequence5027	0.4	0.125
>Sequence5028	0.4	0.128
>Sequence5029	0.4	0.527
>Sequence5030	0.5	0.733
>Sequence5031	0.45	0.641
>Sequence5032	0.35	0.128
>Sequence5033	0.4	0.306
>Sequence5034	0.5	0.579
>Sequence5035	0.4	0.263
>Sequence5036	0.35	0.369
>Sequence5037	0.5	0.801
>Sequence5038	0.5	0.284
>Sequence5039	0.6	0.224
>Sequence5040	0.4	0.297
>Sequence5041	0.4	0.231
>Sequence5042	0.4	0.303
>Sequence5043	0.55	0.133
>Sequence5044	0.35	0.545
>Sequence5045	0.5	0.423
>Sequence5046	0.35	0.751
>Sequence5047	0.45	0.697
>Sequence5048	0.4	0.259
>Sequence5049	0.35	0.62
>Sequence5050	0.4	0.667
>Sequence5051	0.45	0.34
>Sequence5052	0.4	0.155
>Sequence5053	0.45	0.788
>Sequence5054	0.4	0.815
>Sequence5055	0.45	0.591
>Sequence5056	0.4	0.316
>Sequence5057	0.4	0.214
>Sequence5058	0.45	0.372
>Sequence5059	0.45	0.78
>Sequence5060	0.4	0.659
>Sequence5061	0.4	0.11
>Sequence5062	0.45	0.603
>Sequence5063	0.5	0.613
>Sequence5064	0.5	0.705
>Sequence5065	0.35	0.279
>Sequence5066	0.45	0.777
>Sequence5067	0.35	0.548
>Sequence5068	0.55	0.707
>Sequence5069	0.6	0.876
>Sequence5070	0.5	0.358
>Sequence5071	0.55	0.289
>Sequence5072	0.45	0.747
>Sequence5073	0.4	0.118
>Sequence5074	0.5	0.712
>Sequence5075	0.3	0.322
>Sequence5076	0.3	0.157
>Sequence5077	0.4	0.647
>Sequence5078	0.4	0.431
>Sequence5079	0.6	0.766
>Sequence5080	0.35	0.349
>Sequence5081	0.3	0.25
>Sequence5082	0.45	0.794
>Sequence5083	0.45	0.459
>Sequence5084	0.45	0.227
>Sequence5085	0.55	0.337
>Sequence5086	0.3	0.407
>Sequence5087	0.55	0.242
>Sequence5088	0.45	0.042
>Sequence5089	0.5	0.458
>Sequence5090	0.4	0.384
>Sequence5091	0.4	0.792
>Sequence5092	0.5	0.798
>Sequence5093	0.5	0.407
>Sequence5094	0.4	0.839
>Sequence5095	0.4	0.666
>Sequence5096	0.4	0.709
>Sequence5097	0.5	0.407
>Sequence5098	0.45	0.771
>Sequence5099	0.3	0.196
>Sequence5100	0.4	0.532
