Header	RF	SVM
>Sequence20801	0.45	0.687
>Sequence20802	0.5	0.62
>Sequence20803	0.6	0.499
>Sequence20804	0.35	0.338
>Sequence20805	0.35	0.421
>Sequence20806	0.45	0.653
>Sequence20807	0.35	0.255
>Sequence20808	0.4	0.779
>Sequence20809	0.4	0.687
>Sequence20810	0.5	0.789
>Sequence20811	0.2	0.176
>Sequence20812	0.55	0.853
>Sequence20813	0.35	0.718
>Sequence20814	0.45	0.251
>Sequence20815	0.5	0.509
>Sequence20816	0.5	0.389
>Sequence20817	0.35	0.131
>Sequence20818	0.45	0.685
>Sequence20819	0.4	0.428
>Sequence20820	0.4	0.743
>Sequence20821	0.55	0.764
>Sequence20822	0.55	0.864
>Sequence20823	0.35	0.165
>Sequence20824	0.35	0.06
>Sequence20825	0.5	0.664
>Sequence20826	0.4	0.425
>Sequence20827	0.5	0.702
>Sequence20828	0.2	0.676
>Sequence20829	0.55	0.279
>Sequence20830	0.45	0.4
>Sequence20831	0.55	0.716
>Sequence20832	0.5	0.846
>Sequence20833	0.45	0.322
>Sequence20834	0.25	0.292
>Sequence20835	0.45	0.786
>Sequence20836	0.6	0.345
>Sequence20837	0.45	0.776
>Sequence20838	0.45	0.623
>Sequence20839	0.4	0.142
>Sequence20840	0.25	0.413
>Sequence20841	0.45	0.785
>Sequence20842	0.55	0.704
>Sequence20843	0.25	0.115
>Sequence20844	0.3	0.225
>Sequence20845	0.6	0.254
>Sequence20846	0.45	0.819
>Sequence20847	0.45	0.286
>Sequence20848	0.4	0.369
>Sequence20849	0.45	0.617
>Sequence20850	0.45	0.689
>Sequence20851	0.45	0.459
>Sequence20852	0.4	0.253
>Sequence20853	0.35	0.2
>Sequence20854	0.4	0.757
>Sequence20855	0.4	0.247
>Sequence20856	0.5	0.744
>Sequence20857	0.5	0.442
>Sequence20858	0.35	0.176
>Sequence20859	0.45	0.78
>Sequence20860	0.25	0.194
>Sequence20861	0.45	0.362
>Sequence20862	0.4	0.466
>Sequence20863	0.6	0.209
>Sequence20864	0.5	0.551
>Sequence20865	0.5	0.513
>Sequence20866	0.45	0.709
>Sequence20867	0.35	0.24
>Sequence20868	0.35	0.324
>Sequence20869	0.45	0.678
>Sequence20870	0.5	0.636
>Sequence20871	0.5	0.17
>Sequence20872	0.5	0.313
>Sequence20873	0.45	0.085
>Sequence20874	0.6	0.261
>Sequence20875	0.4	0.602
>Sequence20876	0.35	0.39
>Sequence20877	0.55	0.759
>Sequence20878	0.5	0.439
>Sequence20879	0.45	0.635
>Sequence20880	0.25	0.117
>Sequence20881	0.45	0.287
>Sequence20882	0.4	0.294
>Sequence20883	0.5	0.739
>Sequence20884	0.35	0.838
>Sequence20885	0.4	0.756
>Sequence20886	0.45	0.277
>Sequence20887	0.35	0.073
>Sequence20888	0.35	0.748
>Sequence20889	0.4	0.438
>Sequence20890	0.45	0.375
>Sequence20891	0.55	0.723
>Sequence20892	0.45	0.737
>Sequence20893	0.4	0.149
>Sequence20894	0.35	0.162
>Sequence20895	0.45	0.774
>Sequence20896	0.6	0.718
>Sequence20897	0.45	0.412
>Sequence20898	0.45	0.476
>Sequence20899	0.55	0.072
>Sequence20900	0.45	0.367
