Header	RF	SVM
>Sequence19801	0.5	0.57
>Sequence19802	0.35	0.716
>Sequence19803	0.6	0.767
>Sequence19804	0.45	0.212
>Sequence19805	0.45	0.613
>Sequence19806	0.4	0.812
>Sequence19807	0.6	0.459
>Sequence19808	0.45	0.756
>Sequence19809	0.45	0.551
>Sequence19810	0.4	0.712
>Sequence19811	0.35	0.331
>Sequence19812	0.55	0.717
>Sequence19813	0.3	0.396
>Sequence19814	0.35	0.665
>Sequence19815	0.5	0.292
>Sequence19816	0.45	0.805
>Sequence19817	0.4	0.348
>Sequence19818	0.45	0.421
>Sequence19819	0.35	0.157
>Sequence19820	0.4	0.794
>Sequence19821	0.35	0.191
>Sequence19822	0.45	0.311
>Sequence19823	0.55	0.196
>Sequence19824	0.45	0.081
>Sequence19825	0.45	0.721
>Sequence19826	0.4	0.336
>Sequence19827	0.45	0.325
>Sequence19828	0.5	0.291
>Sequence19829	0.3	0.113
>Sequence19830	0.45	0.72
>Sequence19831	0.55	0.843
>Sequence19832	0.5	0.715
>Sequence19833	0.4	0.671
>Sequence19834	0.35	0.831
>Sequence19835	0.35	0.609
>Sequence19836	0.5	0.325
>Sequence19837	0.3	0.174
>Sequence19838	0.45	0.672
>Sequence19839	0.5	0.693
>Sequence19840	0.4	0.248
>Sequence19841	0.4	0.63
>Sequence19842	0.3	0.679
>Sequence19843	0.65	0.75
>Sequence19844	0.4	0.643
>Sequence19845	0.5	0.219
>Sequence19846	0.45	0.729
>Sequence19847	0.55	0.47
>Sequence19848	0.35	0.704
>Sequence19849	0.45	0.731
>Sequence19850	0.45	0.785
>Sequence19851	0.3	0.728
>Sequence19852	0.4	0.712
>Sequence19853	0.35	0.395
>Sequence19854	0.4	0.163
>Sequence19855	0.35	0.148
>Sequence19856	0.35	0.501
>Sequence19857	0.45	0.504
>Sequence19858	0.45	0.639
>Sequence19859	0.3	0.346
>Sequence19860	0.55	0.429
>Sequence19861	0.45	0.67
>Sequence19862	0.45	0.205
>Sequence19863	0.55	0.282
>Sequence19864	0.4	0.794
>Sequence19865	0.4	0.247
>Sequence19866	0.45	0.689
>Sequence19867	0.45	0.343
>Sequence19868	0.45	0.785
>Sequence19869	0.4	0.619
>Sequence19870	0.4	0.754
>Sequence19871	0.5	0.185
>Sequence19872	0.4	0.378
>Sequence19873	0.35	0.734
>Sequence19874	0.4	0.468
>Sequence19875	0.4	0.511
>Sequence19876	0.4	0.737
>Sequence19877	0.45	0.126
>Sequence19878	0.35	0.159
>Sequence19879	0.5	0.814
>Sequence19880	0.6	0.511
>Sequence19881	0.35	0.106
>Sequence19882	0.6	0.805
>Sequence19883	0.45	0.32
>Sequence19884	0.55	0.431
>Sequence19885	0.55	0.359
>Sequence19886	0.45	0.628
>Sequence19887	0.4	0.428
>Sequence19888	0.4	0.385
>Sequence19889	0.6	0.747
>Sequence19890	0.4	0.239
>Sequence19891	0.5	0.721
>Sequence19892	0.55	0.724
>Sequence19893	0.5	0.255
>Sequence19894	0.4	0.789
>Sequence19895	0.4	0.711
>Sequence19896	0.5	0.836
>Sequence19897	0.45	0.234
>Sequence19898	0.6	0.667
>Sequence19899	0.4	0.246
>Sequence19900	0.35	0.379
