Header	RF	SVM
>Sequence20601	0.4	0.726
>Sequence20602	0.55	0.293
>Sequence20603	0.5	0.608
>Sequence20604	0.45	0.61
>Sequence20605	0.4	0.307
>Sequence20606	0.45	0.675
>Sequence20607	0.35	0.228
>Sequence20608	0.45	0.334
>Sequence20609	0.45	0.823
>Sequence20610	0.25	0.232
>Sequence20611	0.45	0.648
>Sequence20612	0.25	0.386
>Sequence20613	0.3	0.238
>Sequence20614	0.45	0.726
>Sequence20615	0.35	0.361
>Sequence20616	0.5	0.199
>Sequence20617	0.45	0.338
>Sequence20618	0.45	0.738
>Sequence20619	0.5	0.442
>Sequence20620	0.35	0.316
>Sequence20621	0.4	0.721
>Sequence20622	0.4	0.841
>Sequence20623	0.35	0.379
>Sequence20624	0.3	0.363
>Sequence20625	0.5	0.773
>Sequence20626	0.5	0.287
>Sequence20627	0.45	0.207
>Sequence20628	0.4	0.521
>Sequence20629	0.5	0.407
>Sequence20630	0.45	0.792
>Sequence20631	0.5	0.768
>Sequence20632	0.35	0.18
>Sequence20633	0.45	0.075
>Sequence20634	0.35	0.714
>Sequence20635	0.45	0.744
>Sequence20636	0.45	0.805
>Sequence20637	0.4	0.235
>Sequence20638	0.4	0.638
>Sequence20639	0.25	0.225
>Sequence20640	0.5	0.785
>Sequence20641	0.5	0.773
>Sequence20642	0.5	0.665
>Sequence20643	0.45	0.791
>Sequence20644	0.5	0.744
>Sequence20645	0.5	0.191
>Sequence20646	0.5	0.196
>Sequence20647	0.55	0.629
>Sequence20648	0.45	0.319
>Sequence20649	0.45	0.167
>Sequence20650	0.4	0.621
>Sequence20651	0.25	0.338
>Sequence20652	0.35	0.667
>Sequence20653	0.45	0.291
>Sequence20654	0.4	0.653
>Sequence20655	0.5	0.722
>Sequence20656	0.5	0.294
>Sequence20657	0.45	0.211
>Sequence20658	0.4	0.715
>Sequence20659	0.4	0.773
>Sequence20660	0.4	0.334
>Sequence20661	0.5	0.773
>Sequence20662	0.45	0.683
>Sequence20663	0.5	0.245
>Sequence20664	0.25	0.219
>Sequence20665	0.4	0.161
>Sequence20666	0.45	0.603
>Sequence20667	0.5	0.781
>Sequence20668	0.45	0.394
>Sequence20669	0.5	0.552
>Sequence20670	0.45	0.8
>Sequence20671	0.4	0.094
>Sequence20672	0.3	0.341
>Sequence20673	0.35	0.79
>Sequence20674	0.45	0.745
>Sequence20675	0.5	0.244
>Sequence20676	0.3	0.329
>Sequence20677	0.25	0.165
>Sequence20678	0.3	0.346
>Sequence20679	0.5	0.752
>Sequence20680	0.55	0.807
>Sequence20681	0.4	0.292
>Sequence20682	0.45	0.261
>Sequence20683	0.4	0.447
>Sequence20684	0.55	0.234
>Sequence20685	0.3	0.245
>Sequence20686	0.55	0.742
>Sequence20687	0.5	0.238
>Sequence20688	0.3	0.071
>Sequence20689	0.35	0.556
>Sequence20690	0.4	0.223
>Sequence20691	0.45	0.378
>Sequence20692	0.45	0.462
>Sequence20693	0.35	0.456
>Sequence20694	0.35	0.264
>Sequence20695	0.4	0.774
>Sequence20696	0.45	0.635
>Sequence20697	0.4	0.843
>Sequence20698	0.5	0.369
>Sequence20699	0.4	0.313
>Sequence20700	0.4	0.828
