Header	RF	SVM
>Sequence22001	0.35	0.519
>Sequence22002	0.65	0.802
>Sequence22003	0.4	0.285
>Sequence22004	0.5	0.715
>Sequence22005	0.35	0.818
>Sequence22006	0.5	0.75
>Sequence22007	0.4	0.244
>Sequence22008	0.6	0.373
>Sequence22009	0.5	0.572
>Sequence22010	0.5	0.783
>Sequence22011	0.5	0.216
>Sequence22012	0.4	0.587
>Sequence22013	0.3	0.335
>Sequence22014	0.55	0.418
>Sequence22015	0.45	0.78
>Sequence22016	0.45	0.287
>Sequence22017	0.5	0.167
>Sequence22018	0.45	0.738
>Sequence22019	0.35	0.331
>Sequence22020	0.45	0.6
>Sequence22021	0.5	0.26
>Sequence22022	0.45	0.473
>Sequence22023	0.45	0.434
>Sequence22024	0.35	0.402
>Sequence22025	0.45	0.377
>Sequence22026	0.45	0.724
>Sequence22027	0.55	0.43
>Sequence22028	0.45	0.717
>Sequence22029	0.5	0.765
>Sequence22030	0.45	0.762
>Sequence22031	0.35	0.736
>Sequence22032	0.25	0.27
>Sequence22033	0.5	0.183
>Sequence22034	0.25	0.382
>Sequence22035	0.55	0.145
>Sequence22036	0.5	0.107
>Sequence22037	0.4	0.741
>Sequence22038	0.45	0.223
>Sequence22039	0.4	0.74
>Sequence22040	0.6	0.395
>Sequence22041	0.45	0.328
>Sequence22042	0.45	0.674
>Sequence22043	0.4	0.757
>Sequence22044	0.4	0.376
>Sequence22045	0.5	0.705
>Sequence22046	0.3	0.394
>Sequence22047	0.45	0.112
>Sequence22048	0.4	0.502
>Sequence22049	0.45	0.801
>Sequence22050	0.35	0.313
>Sequence22051	0.25	0.203
>Sequence22052	0.55	0.821
>Sequence22053	0.4	0.865
>Sequence22054	0.6	0.747
>Sequence22055	0.3	0.12
>Sequence22056	0.45	0.776
>Sequence22057	0.55	0.307
>Sequence22058	0.4	0.077
>Sequence22059	0.3	0.239
>Sequence22060	0.45	0.723
>Sequence22061	0.3	0.225
>Sequence22062	0.5	0.17
>Sequence22063	0.45	0.086
>Sequence22064	0.5	0.342
>Sequence22065	0.4	0.795
>Sequence22066	0.4	0.781
>Sequence22067	0.4	0.073
>Sequence22068	0.55	0.639
>Sequence22069	0.4	0.763
>Sequence22070	0.5	0.825
>Sequence22071	0.45	0.143
>Sequence22072	0.6	0.38
>Sequence22073	0.55	0.84
>Sequence22074	0.45	0.643
>Sequence22075	0.4	0.773
>Sequence22076	0.45	0.603
>Sequence22077	0.5	0.537
>Sequence22078	0.5	0.757
>Sequence22079	0.4	0.446
>Sequence22080	0.55	0.834
>Sequence22081	0.25	0.202
>Sequence22082	0.5	0.805
>Sequence22083	0.55	0.249
>Sequence22084	0.5	0.316
>Sequence22085	0.45	0.398
>Sequence22086	0.55	0.131
>Sequence22087	0.35	0.184
>Sequence22088	0.4	0.347
>Sequence22089	0.45	0.749
>Sequence22090	0.45	0.709
>Sequence22091	0.4	0.402
>Sequence22092	0.45	0.225
>Sequence22093	0.4	0.354
>Sequence22094	0.35	0.76
>Sequence22095	0.45	0.818
>Sequence22096	0.45	0.252
>Sequence22097	0.4	0.378
>Sequence22098	0.3	0.254
>Sequence22099	0.4	0.406
>Sequence22100	0.5	0.718
