Header	RF	SVM
>Sequence14801	0.5	0.49
>Sequence14802	0.5	0.212
>Sequence14803	0.5	0.219
>Sequence14804	0.5	0.276
>Sequence14805	0.45	0.745
>Sequence14806	0.35	0.585
>Sequence14807	0.4	0.77
>Sequence14808	0.45	0.779
>Sequence14809	0.4	0.712
>Sequence14810	0.4	0.26
>Sequence14811	0.35	0.222
>Sequence14812	0.4	0.304
>Sequence14813	0.65	0.283
>Sequence14814	0.4	0.788
>Sequence14815	0.45	0.817
>Sequence14816	0.35	0.249
>Sequence14817	0.45	0.241
>Sequence14818	0.4	0.224
>Sequence14819	0.45	0.718
>Sequence14820	0.35	0.488
>Sequence14821	0.55	0.145
>Sequence14822	0.45	0.398
>Sequence14823	0.25	0.098
>Sequence14824	0.4	0.806
>Sequence14825	0.4	0.192
>Sequence14826	0.45	0.36
>Sequence14827	0.45	0.561
>Sequence14828	0.35	0.671
>Sequence14829	0.45	0.809
>Sequence14830	0.45	0.688
>Sequence14831	0.3	0.261
>Sequence14832	0.45	0.353
>Sequence14833	0.4	0.234
>Sequence14834	0.4	0.51
>Sequence14835	0.5	0.042
>Sequence14836	0.3	0.716
>Sequence14837	0.55	0.336
>Sequence14838	0.5	0.77
>Sequence14839	0.45	0.374
>Sequence14840	0.45	0.426
>Sequence14841	0.5	0.204
>Sequence14842	0.45	0.341
>Sequence14843	0.5	0.364
>Sequence14844	0.5	0.807
>Sequence14845	0.5	0.161
>Sequence14846	0.55	0.192
>Sequence14847	0.55	0.321
>Sequence14848	0.5	0.703
>Sequence14849	0.35	0.062
>Sequence14850	0.5	0.388
>Sequence14851	0.5	0.754
>Sequence14852	0.45	0.668
>Sequence14853	0.35	0.378
>Sequence14854	0.4	0.345
>Sequence14855	0.45	0.845
>Sequence14856	0.35	0.067
>Sequence14857	0.45	0.162
>Sequence14858	0.5	0.805
>Sequence14859	0.5	0.227
>Sequence14860	0.35	0.693
>Sequence14861	0.2	0.511
>Sequence14862	0.55	0.317
>Sequence14863	0.45	0.574
>Sequence14864	0.35	0.268
>Sequence14865	0.35	0.081
>Sequence14866	0.45	0.811
>Sequence14867	0.4	0.722
>Sequence14868	0.2	0.279
>Sequence14869	0.4	0.285
>Sequence14870	0.4	0.215
>Sequence14871	0.35	0.206
>Sequence14872	0.5	0.357
>Sequence14873	0.6	0.434
>Sequence14874	0.3	0.63
>Sequence14875	0.5	0.704
>Sequence14876	0.3	0.399
>Sequence14877	0.4	0.572
>Sequence14878	0.45	0.138
>Sequence14879	0.4	0.36
>Sequence14880	0.45	0.716
>Sequence14881	0.4	0.746
>Sequence14882	0.4	0.732
>Sequence14883	0.45	0.716
>Sequence14884	0.6	0.293
>Sequence14885	0.4	0.261
>Sequence14886	0.45	0.42
>Sequence14887	0.3	0.401
>Sequence14888	0.5	0.748
>Sequence14889	0.55	0.551
>Sequence14890	0.4	0.232
>Sequence14891	0.55	0.128
>Sequence14892	0.3	0.19
>Sequence14893	0.45	0.375
>Sequence14894	0.5	0.272
>Sequence14895	0.5	0.814
>Sequence14896	0.45	0.312
>Sequence14897	0.5	0.113
>Sequence14898	0.3	0.328
>Sequence14899	0.3	0.755
>Sequence14900	0.55	0.651
