Header	RF	SVM
>Sequence20901	0.4	0.559
>Sequence20902	0.5	0.445
>Sequence20903	0.45	0.79
>Sequence20904	0.4	0.65
>Sequence20905	0.35	0.562
>Sequence20906	0.45	0.387
>Sequence20907	0.45	0.573
>Sequence20908	0.4	0.741
>Sequence20909	0.45	0.775
>Sequence20910	0.4	0.377
>Sequence20911	0.45	0.332
>Sequence20912	0.35	0.3
>Sequence20913	0.45	0.451
>Sequence20914	0.4	0.778
>Sequence20915	0.45	0.39
>Sequence20916	0.4	0.113
>Sequence20917	0.45	0.75
>Sequence20918	0.35	0.644
>Sequence20919	0.45	0.712
>Sequence20920	0.5	0.095
>Sequence20921	0.5	0.207
>Sequence20922	0.4	0.763
>Sequence20923	0.35	0.746
>Sequence20924	0.4	0.795
>Sequence20925	0.35	0.423
>Sequence20926	0.45	0.225
>Sequence20927	0.45	0.509
>Sequence20928	0.4	0.362
>Sequence20929	0.55	0.653
>Sequence20930	0.45	0.763
>Sequence20931	0.4	0.621
>Sequence20932	0.35	0.096
>Sequence20933	0.35	0.228
>Sequence20934	0.3	0.205
>Sequence20935	0.55	0.292
>Sequence20936	0.45	0.869
>Sequence20937	0.3	0.204
>Sequence20938	0.35	0.574
>Sequence20939	0.45	0.771
>Sequence20940	0.4	0.757
>Sequence20941	0.45	0.594
>Sequence20942	0.4	0.72
>Sequence20943	0.35	0.686
>Sequence20944	0.5	0.797
>Sequence20945	0.5	0.766
>Sequence20946	0.5	0.769
>Sequence20947	0.3	0.794
>Sequence20948	0.55	0.779
>Sequence20949	0.5	0.422
>Sequence20950	0.5	0.715
>Sequence20951	0.45	0.29
>Sequence20952	0.5	0.744
>Sequence20953	0.4	0.388
>Sequence20954	0.45	0.81
>Sequence20955	0.4	0.143
>Sequence20956	0.5	0.263
>Sequence20957	0.35	0.479
>Sequence20958	0.4	0.651
>Sequence20959	0.5	0.718
>Sequence20960	0.4	0.593
>Sequence20961	0.4	0.773
>Sequence20962	0.2	0.186
>Sequence20963	0.35	0.628
>Sequence20964	0.45	0.744
>Sequence20965	0.4	0.193
>Sequence20966	0.45	0.251
>Sequence20967	0.4	0.755
>Sequence20968	0.35	0.757
>Sequence20969	0.4	0.06
>Sequence20970	0.4	0.322
>Sequence20971	0.25	0.333
>Sequence20972	0.45	0.745
>Sequence20973	0.4	0.216
>Sequence20974	0.45	0.571
>Sequence20975	0.5	0.695
>Sequence20976	0.4	0.431
>Sequence20977	0.5	0.35
>Sequence20978	0.5	0.428
>Sequence20979	0.6	0.216
>Sequence20980	0.5	0.775
>Sequence20981	0.45	0.397
>Sequence20982	0.5	0.466
>Sequence20983	0.35	0.169
>Sequence20984	0.5	0.37
>Sequence20985	0.45	0.217
>Sequence20986	0.4	0.207
>Sequence20987	0.45	0.263
>Sequence20988	0.3	0.688
>Sequence20989	0.45	0.682
>Sequence20990	0.45	0.317
>Sequence20991	0.4	0.801
>Sequence20992	0.45	0.212
>Sequence20993	0.45	0.818
>Sequence20994	0.45	0.729
>Sequence20995	0.55	0.792
>Sequence20996	0.25	0.706
>Sequence20997	0.5	0.763
>Sequence20998	0.35	0.283
>Sequence20999	0.45	0.703
>Sequence21000	0.55	0.315
