Header	RF	SVM
>Sequence14401	0.4	0.537
>Sequence14402	0.45	0.722
>Sequence14403	0.4	0.401
>Sequence14404	0.5	0.169
>Sequence14405	0.4	0.548
>Sequence14406	0.65	0.272
>Sequence14407	0.55	0.569
>Sequence14408	0.55	0.117
>Sequence14409	0.45	0.26
>Sequence14410	0.45	0.243
>Sequence14411	0.35	0.351
>Sequence14412	0.55	0.798
>Sequence14413	0.45	0.401
>Sequence14414	0.55	0.105
>Sequence14415	0.45	0.729
>Sequence14416	0.6	0.322
>Sequence14417	0.6	0.785
>Sequence14418	0.55	0.188
>Sequence14419	0.4	0.295
>Sequence14420	0.45	0.755
>Sequence14421	0.45	0.634
>Sequence14422	0.35	0.685
>Sequence14423	0.45	0.786
>Sequence14424	0.5	0.766
>Sequence14425	0.4	0.502
>Sequence14426	0.45	0.686
>Sequence14427	0.4	0.343
>Sequence14428	0.3	0.135
>Sequence14429	0.4	0.594
>Sequence14430	0.5	0.265
>Sequence14431	0.3	0.492
>Sequence14432	0.45	0.154
>Sequence14433	0.45	0.675
>Sequence14434	0.4	0.392
>Sequence14435	0.5	0.49
>Sequence14436	0.4	0.735
>Sequence14437	0.45	0.622
>Sequence14438	0.35	0.561
>Sequence14439	0.45	0.758
>Sequence14440	0.4	0.378
>Sequence14441	0.35	0.273
>Sequence14442	0.5	0.793
>Sequence14443	0.45	0.592
>Sequence14444	0.2	0.561
>Sequence14445	0.5	0.406
>Sequence14446	0.35	0.758
>Sequence14447	0.5	0.823
>Sequence14448	0.55	0.843
>Sequence14449	0.5	0.794
>Sequence14450	0.45	0.613
>Sequence14451	0.4	0.584
>Sequence14452	0.55	0.18
>Sequence14453	0.4	0.208
>Sequence14454	0.5	0.604
>Sequence14455	0.35	0.271
>Sequence14456	0.5	0.726
>Sequence14457	0.45	0.702
>Sequence14458	0.55	0.172
>Sequence14459	0.4	0.727
>Sequence14460	0.45	0.113
>Sequence14461	0.35	0.332
>Sequence14462	0.5	0.699
>Sequence14463	0.35	0.756
>Sequence14464	0.3	0.21
>Sequence14465	0.45	0.332
>Sequence14466	0.45	0.872
>Sequence14467	0.5	0.628
>Sequence14468	0.5	0.764
>Sequence14469	0.4	0.4
>Sequence14470	0.45	0.455
>Sequence14471	0.5	0.713
>Sequence14472	0.3	0.135
>Sequence14473	0.4	0.226
>Sequence14474	0.4	0.156
>Sequence14475	0.4	0.66
>Sequence14476	0.65	0.368
>Sequence14477	0.55	0.38
>Sequence14478	0.5	0.78
>Sequence14479	0.4	0.757
>Sequence14480	0.35	0.327
>Sequence14481	0.4	0.534
>Sequence14482	0.4	0.794
>Sequence14483	0.45	0.418
>Sequence14484	0.5	0.364
>Sequence14485	0.5	0.784
>Sequence14486	0.5	0.612
>Sequence14487	0.45	0.435
>Sequence14488	0.4	0.308
>Sequence14489	0.45	0.749
>Sequence14490	0.3	0.38
>Sequence14491	0.4	0.628
>Sequence14492	0.5	0.64
>Sequence14493	0.4	0.753
>Sequence14494	0.25	0.289
>Sequence14495	0.5	0.213
>Sequence14496	0.4	0.201
>Sequence14497	0.45	0.772
>Sequence14498	0.35	0.604
>Sequence14499	0.4	0.257
>Sequence14500	0.4	0.791
