Header	RF	SVM
>Sequence901	0.55	0.478
>Sequence902	0.3	0.687
>Sequence903	0.4	0.593
>Sequence904	0.4	0.646
>Sequence905	0.5	0.778
>Sequence906	0.45	0.729
>Sequence907	0.3	0.35
>Sequence908	0.45	0.287
>Sequence909	0.35	0.469
>Sequence910	0.45	0.692
>Sequence911	0.45	0.199
>Sequence912	0.45	0.112
>Sequence913	0.5	0.517
>Sequence914	0.4	0.549
>Sequence915	0.45	0.475
>Sequence916	0.4	0.346
>Sequence917	0.35	0.571
>Sequence918	0.5	0.19
>Sequence919	0.5	0.299
>Sequence920	0.4	0.091
>Sequence921	0.4	0.175
>Sequence922	0.35	0.395
>Sequence923	0.45	0.774
>Sequence924	0.65	0.424
>Sequence925	0.45	0.696
>Sequence926	0.45	0.637
>Sequence927	0.45	0.74
>Sequence928	0.4	0.645
>Sequence929	0.45	0.682
>Sequence930	0.45	0.222
>Sequence931	0.55	0.126
>Sequence932	0.4	0.689
>Sequence933	0.5	0.413
>Sequence934	0.45	0.769
>Sequence935	0.4	0.559
>Sequence936	0.5	0.486
>Sequence937	0.4	0.086
>Sequence938	0.5	0.171
>Sequence939	0.55	0.26
>Sequence940	0.45	0.409
>Sequence941	0.5	0.336
>Sequence942	0.5	0.445
>Sequence943	0.45	0.662
>Sequence944	0.4	0.68
>Sequence945	0.45	0.412
>Sequence946	0.4	0.242
>Sequence947	0.45	0.792
>Sequence948	0.45	0.243
>Sequence949	0.5	0.462
>Sequence950	0.4	0.158
>Sequence951	0.45	0.588
>Sequence952	0.5	0.823
>Sequence953	0.45	0.593
>Sequence954	0.4	0.45
>Sequence955	0.35	0.692
>Sequence956	0.4	0.646
>Sequence957	0.5	0.613
>Sequence958	0.5	0.525
>Sequence959	0.45	0.226
>Sequence960	0.5	0.149
>Sequence961	0.3	0.397
>Sequence962	0.5	0.161
>Sequence963	0.45	0.696
>Sequence964	0.3	0.169
>Sequence965	0.4	0.235
>Sequence966	0.45	0.739
>Sequence967	0.45	0.39
>Sequence968	0.4	0.178
>Sequence969	0.5	0.602
>Sequence970	0.5	0.627
>Sequence971	0.45	0.479
>Sequence972	0.55	0.718
>Sequence973	0.35	0.604
>Sequence974	0.45	0.428
>Sequence975	0.45	0.281
>Sequence976	0.45	0.778
>Sequence977	0.45	0.456
>Sequence978	0.45	0.196
>Sequence979	0.4	0.324
>Sequence980	0.45	0.273
>Sequence981	0.45	0.744
>Sequence982	0.5	0.366
>Sequence983	0.4	0.278
>Sequence984	0.45	0.809
>Sequence985	0.5	0.698
>Sequence986	0.4	0.729
>Sequence987	0.45	0.72
>Sequence988	0.5	0.598
>Sequence989	0.4	0.524
>Sequence990	0.5	0.566
>Sequence991	0.6	0.849
>Sequence992	0.45	0.629
>Sequence993	0.55	0.311
>Sequence994	0.45	0.723
>Sequence995	0.35	0.413
>Sequence996	0.45	0.344
>Sequence997	0.5	0.154
>Sequence998	0.4	0.771
>Sequence999	0.35	0.32
>Sequence1000	0.4	0.153
