Header	RF	SVM
>Sequence5401	0.55	0.809
>Sequence5402	0.5	0.029
>Sequence5403	0.4	0.279
>Sequence5404	0.5	0.22
>Sequence5405	0.45	0.128
>Sequence5406	0.4	0.283
>Sequence5407	0.35	0.136
>Sequence5408	0.5	0.551
>Sequence5409	0.3	0.42
>Sequence5410	0.45	0.355
>Sequence5411	0.55	0.194
>Sequence5412	0.55	0.348
>Sequence5413	0.5	0.609
>Sequence5414	0.55	0.279
>Sequence5415	0.5	0.547
>Sequence5416	0.55	0.311
>Sequence5417	0.6	0.43
>Sequence5418	0.55	0.801
>Sequence5419	0.4	0.175
>Sequence5420	0.55	0.087
>Sequence5421	0.45	0.69
>Sequence5422	0.35	0.309
>Sequence5423	0.5	0.753
>Sequence5424	0.45	0.443
>Sequence5425	0.35	0.224
>Sequence5426	0.4	0.82
>Sequence5427	0.45	0.661
>Sequence5428	0.45	0.126
>Sequence5429	0.25	0.285
>Sequence5430	0.6	0.826
>Sequence5431	0.45	0.659
>Sequence5432	0.4	0.452
>Sequence5433	0.45	0.227
>Sequence5434	0.45	0.737
>Sequence5435	0.55	0.858
>Sequence5436	0.5	0.43
>Sequence5437	0.5	0.806
>Sequence5438	0.45	0.266
>Sequence5439	0.45	0.737
>Sequence5440	0.4	0.18
>Sequence5441	0.35	0.727
>Sequence5442	0.4	0.781
>Sequence5443	0.3	0.468
>Sequence5444	0.35	0.257
>Sequence5445	0.4	0.288
>Sequence5446	0.4	0.234
>Sequence5447	0.5	0.477
>Sequence5448	0.45	0.241
>Sequence5449	0.55	0.306
>Sequence5450	0.3	0.185
>Sequence5451	0.4	0.744
>Sequence5452	0.5	0.426
>Sequence5453	0.6	0.299
>Sequence5454	0.3	0.597
>Sequence5455	0.25	0.345
>Sequence5456	0.4	0.637
>Sequence5457	0.4	0.165
>Sequence5458	0.55	0.786
>Sequence5459	0.4	0.774
>Sequence5460	0.5	0.531
>Sequence5461	0.5	0.215
>Sequence5462	0.4	0.124
>Sequence5463	0.55	0.252
>Sequence5464	0.5	0.79
>Sequence5465	0.3	0.345
>Sequence5466	0.45	0.644
>Sequence5467	0.6	0.276
>Sequence5468	0.45	0.669
>Sequence5469	0.4	0.778
>Sequence5470	0.35	0.46
>Sequence5471	0.4	0.246
>Sequence5472	0.5	0.286
>Sequence5473	0.4	0.756
>Sequence5474	0.45	0.792
>Sequence5475	0.5	0.84
>Sequence5476	0.65	0.765
>Sequence5477	0.3	0.386
>Sequence5478	0.45	0.15
>Sequence5479	0.3	0.192
>Sequence5480	0.55	0.82
>Sequence5481	0.35	0.723
>Sequence5482	0.45	0.766
>Sequence5483	0.45	0.699
>Sequence5484	0.4	0.135
>Sequence5485	0.4	0.279
>Sequence5486	0.45	0.732
>Sequence5487	0.45	0.104
>Sequence5488	0.4	0.347
>Sequence5489	0.35	0.35
>Sequence5490	0.45	0.455
>Sequence5491	0.4	0.712
>Sequence5492	0.2	0.489
>Sequence5493	0.3	0.483
>Sequence5494	0.45	0.386
>Sequence5495	0.45	0.499
>Sequence5496	0.55	0.762
>Sequence5497	0.45	0.105
>Sequence5498	0.45	0.683
>Sequence5499	0.45	0.141
>Sequence5500	0.4	0.29
