Header	RF	SVM
>Sequence10801	0.5	0.855
>Sequence10802	0.45	0.765
>Sequence10803	0.55	0.508
>Sequence10804	0.45	0.749
>Sequence10805	0.35	0.724
>Sequence10806	0.55	0.246
>Sequence10807	0.25	0.268
>Sequence10808	0.55	0.692
>Sequence10809	0.45	0.612
>Sequence10810	0.4	0.462
>Sequence10811	0.45	0.835
>Sequence10812	0.45	0.272
>Sequence10813	0.4	0.643
>Sequence10814	0.45	0.228
>Sequence10815	0.55	0.683
>Sequence10816	0.5	0.756
>Sequence10817	0.5	0.668
>Sequence10818	0.55	0.646
>Sequence10819	0.55	0.374
>Sequence10820	0.3	0.325
>Sequence10821	0.3	0.217
>Sequence10822	0.5	0.438
>Sequence10823	0.45	0.553
>Sequence10824	0.5	0.246
>Sequence10825	0.45	0.281
>Sequence10826	0.5	0.398
>Sequence10827	0.6	0.496
>Sequence10828	0.4	0.481
>Sequence10829	0.35	0.213
>Sequence10830	0.45	0.707
>Sequence10831	0.5	0.704
>Sequence10832	0.55	0.773
>Sequence10833	0.45	0.504
>Sequence10834	0.35	0.349
>Sequence10835	0.45	0.393
>Sequence10836	0.5	0.503
>Sequence10837	0.5	0.364
>Sequence10838	0.45	0.745
>Sequence10839	0.55	0.312
>Sequence10840	0.45	0.684
>Sequence10841	0.4	0.264
>Sequence10842	0.3	0.124
>Sequence10843	0.45	0.293
>Sequence10844	0.4	0.258
>Sequence10845	0.5	0.051
>Sequence10846	0.4	0.768
>Sequence10847	0.5	0.18
>Sequence10848	0.45	0.796
>Sequence10849	0.55	0.187
>Sequence10850	0.5	0.667
>Sequence10851	0.45	0.266
>Sequence10852	0.3	0.323
>Sequence10853	0.5	0.279
>Sequence10854	0.4	0.783
>Sequence10855	0.45	0.722
>Sequence10856	0.6	0.279
>Sequence10857	0.4	0.181
>Sequence10858	0.5	0.353
>Sequence10859	0.5	0.496
>Sequence10860	0.6	0.207
>Sequence10861	0.45	0.257
>Sequence10862	0.65	0.861
>Sequence10863	0.3	0.198
>Sequence10864	0.55	0.737
>Sequence10865	0.55	0.414
>Sequence10866	0.4	0.354
>Sequence10867	0.5	0.389
>Sequence10868	0.4	0.476
>Sequence10869	0.45	0.271
>Sequence10870	0.4	0.651
>Sequence10871	0.5	0.166
>Sequence10872	0.3	0.201
>Sequence10873	0.45	0.752
>Sequence10874	0.5	0.085
>Sequence10875	0.4	0.247
>Sequence10876	0.5	0.809
>Sequence10877	0.4	0.257
>Sequence10878	0.45	0.315
>Sequence10879	0.6	0.314
>Sequence10880	0.45	0.192
>Sequence10881	0.45	0.713
>Sequence10882	0.5	0.207
>Sequence10883	0.4	0.406
>Sequence10884	0.4	0.729
>Sequence10885	0.55	0.194
>Sequence10886	0.4	0.149
>Sequence10887	0.5	0.408
>Sequence10888	0.55	0.406
>Sequence10889	0.3	0.326
>Sequence10890	0.45	0.129
>Sequence10891	0.55	0.373
>Sequence10892	0.4	0.771
>Sequence10893	0.5	0.821
>Sequence10894	0.45	0.69
>Sequence10895	0.6	0.232
>Sequence10896	0.3	0.348
>Sequence10897	0.5	0.546
>Sequence10898	0.45	0.696
>Sequence10899	0.45	0.627
>Sequence10900	0.45	0.815
