Header	RF	SVM
>Sequence5101	0.55	0.183
>Sequence5102	0.35	0.229
>Sequence5103	0.45	0.153
>Sequence5104	0.5	0.702
>Sequence5105	0.35	0.248
>Sequence5106	0.5	0.811
>Sequence5107	0.45	0.502
>Sequence5108	0.5	0.109
>Sequence5109	0.3	0.158
>Sequence5110	0.5	0.789
>Sequence5111	0.15	0.329
>Sequence5112	0.3	0.331
>Sequence5113	0.4	0.751
>Sequence5114	0.45	0.179
>Sequence5115	0.35	0.778
>Sequence5116	0.35	0.801
>Sequence5117	0.35	0.186
>Sequence5118	0.5	0.277
>Sequence5119	0.5	0.339
>Sequence5120	0.35	0.345
>Sequence5121	0.45	0.261
>Sequence5122	0.45	0.412
>Sequence5123	0.5	0.14
>Sequence5124	0.25	0.202
>Sequence5125	0.45	0.35
>Sequence5126	0.45	0.779
>Sequence5127	0.5	0.163
>Sequence5128	0.45	0.097
>Sequence5129	0.4	0.205
>Sequence5130	0.45	0.353
>Sequence5131	0.6	0.765
>Sequence5132	0.45	0.804
>Sequence5133	0.45	0.713
>Sequence5134	0.5	0.823
>Sequence5135	0.5	0.302
>Sequence5136	0.5	0.227
>Sequence5137	0.35	0.216
>Sequence5138	0.5	0.653
>Sequence5139	0.45	0.216
>Sequence5140	0.35	0.291
>Sequence5141	0.35	0.374
>Sequence5142	0.25	0.327
>Sequence5143	0.4	0.195
>Sequence5144	0.45	0.774
>Sequence5145	0.4	0.788
>Sequence5146	0.4	0.642
>Sequence5147	0.4	0.314
>Sequence5148	0.4	0.393
>Sequence5149	0.55	0.306
>Sequence5150	0.45	0.565
>Sequence5151	0.55	0.312
>Sequence5152	0.55	0.246
>Sequence5153	0.35	0.321
>Sequence5154	0.5	0.392
>Sequence5155	0.5	0.179
>Sequence5156	0.45	0.3
>Sequence5157	0.6	0.122
>Sequence5158	0.5	0.276
>Sequence5159	0.5	0.193
>Sequence5160	0.6	0.167
>Sequence5161	0.55	0.365
>Sequence5162	0.45	0.186
>Sequence5163	0.6	0.179
>Sequence5164	0.45	0.698
>Sequence5165	0.25	0.555
>Sequence5166	0.5	0.672
>Sequence5167	0.55	0.799
>Sequence5168	0.4	0.196
>Sequence5169	0.45	0.174
>Sequence5170	0.5	0.828
>Sequence5171	0.55	0.735
>Sequence5172	0.45	0.622
>Sequence5173	0.5	0.213
>Sequence5174	0.45	0.793
>Sequence5175	0.4	0.375
>Sequence5176	0.45	0.798
>Sequence5177	0.4	0.133
>Sequence5178	0.4	0.206
>Sequence5179	0.35	0.151
>Sequence5180	0.4	0.59
>Sequence5181	0.65	0.593
>Sequence5182	0.5	0.165
>Sequence5183	0.55	0.135
>Sequence5184	0.45	0.762
>Sequence5185	0.4	0.562
>Sequence5186	0.5	0.432
>Sequence5187	0.4	0.432
>Sequence5188	0.5	0.183
>Sequence5189	0.35	0.378
>Sequence5190	0.5	0.536
>Sequence5191	0.4	0.044
>Sequence5192	0.45	0.331
>Sequence5193	0.5	0.735
>Sequence5194	0.35	0.368
>Sequence5195	0.6	0.5
>Sequence5196	0.4	0.495
>Sequence5197	0.4	0.227
>Sequence5198	0.35	0.189
>Sequence5199	0.25	0.518
>Sequence5200	0.35	0.358
