Header	RF	SVM
>Sequence8401	0.5	0.604
>Sequence8402	0.4	0.735
>Sequence8403	0.4	0.209
>Sequence8404	0.5	0.76
>Sequence8405	0.55	0.727
>Sequence8406	0.55	0.251
>Sequence8407	0.5	0.405
>Sequence8408	0.55	0.533
>Sequence8409	0.45	0.331
>Sequence8410	0.45	0.644
>Sequence8411	0.5	0.802
>Sequence8412	0.4	0.061
>Sequence8413	0.45	0.626
>Sequence8414	0.4	0.367
>Sequence8415	0.4	0.618
>Sequence8416	0.45	0.152
>Sequence8417	0.4	0.863
>Sequence8418	0.5	0.743
>Sequence8419	0.45	0.385
>Sequence8420	0.35	0.789
>Sequence8421	0.5	0.312
>Sequence8422	0.35	0.384
>Sequence8423	0.5	0.794
>Sequence8424	0.3	0.825
>Sequence8425	0.5	0.762
>Sequence8426	0.5	0.763
>Sequence8427	0.4	0.604
>Sequence8428	0.5	0.446
>Sequence8429	0.4	0.121
>Sequence8430	0.6	0.819
>Sequence8431	0.6	0.394
>Sequence8432	0.5	0.789
>Sequence8433	0.4	0.217
>Sequence8434	0.4	0.691
>Sequence8435	0.45	0.791
>Sequence8436	0.4	0.342
>Sequence8437	0.4	0.709
>Sequence8438	0.45	0.358
>Sequence8439	0.5	0.337
>Sequence8440	0.4	0.615
>Sequence8441	0.35	0.188
>Sequence8442	0.5	0.202
>Sequence8443	0.5	0.343
>Sequence8444	0.45	0.493
>Sequence8445	0.45	0.656
>Sequence8446	0.4	0.46
>Sequence8447	0.55	0.64
>Sequence8448	0.4	0.345
>Sequence8449	0.45	0.333
>Sequence8450	0.4	0.797
>Sequence8451	0.35	0.63
>Sequence8452	0.45	0.246
>Sequence8453	0.5	0.711
>Sequence8454	0.45	0.296
>Sequence8455	0.4	0.576
>Sequence8456	0.45	0.413
>Sequence8457	0.35	0.348
>Sequence8458	0.45	0.219
>Sequence8459	0.5	0.783
>Sequence8460	0.35	0.727
>Sequence8461	0.5	0.564
>Sequence8462	0.35	0.761
>Sequence8463	0.45	0.448
>Sequence8464	0.35	0.39
>Sequence8465	0.4	0.077
>Sequence8466	0.45	0.668
>Sequence8467	0.4	0.755
>Sequence8468	0.45	0.199
>Sequence8469	0.6	0.463
>Sequence8470	0.5	0.546
>Sequence8471	0.6	0.741
>Sequence8472	0.5	0.315
>Sequence8473	0.4	0.744
>Sequence8474	0.45	0.461
>Sequence8475	0.5	0.233
>Sequence8476	0.55	0.296
>Sequence8477	0.45	0.562
>Sequence8478	0.45	0.503
>Sequence8479	0.6	0.265
>Sequence8480	0.45	0.787
>Sequence8481	0.55	0.369
>Sequence8482	0.3	0.73
>Sequence8483	0.45	0.744
>Sequence8484	0.35	0.692
>Sequence8485	0.3	0.293
>Sequence8486	0.45	0.762
>Sequence8487	0.45	0.648
>Sequence8488	0.55	0.32
>Sequence8489	0.65	0.256
>Sequence8490	0.4	0.723
>Sequence8491	0.55	0.545
>Sequence8492	0.55	0.301
>Sequence8493	0.35	0.714
>Sequence8494	0.4	0.191
>Sequence8495	0.35	0.158
>Sequence8496	0.45	0.191
>Sequence8497	0.55	0.071
>Sequence8498	0.4	0.438
>Sequence8499	0.45	0.31
>Sequence8500	0.4	0.134
