Header	RF	SVM
>Sequence9101	0.4	0.218
>Sequence9102	0.5	0.732
>Sequence9103	0.45	0.167
>Sequence9104	0.7	0.346
>Sequence9105	0.4	0.642
>Sequence9106	0.45	0.766
>Sequence9107	0.45	0.165
>Sequence9108	0.35	0.299
>Sequence9109	0.6	0.422
>Sequence9110	0.4	0.324
>Sequence9111	0.55	0.622
>Sequence9112	0.5	0.79
>Sequence9113	0.4	0.588
>Sequence9114	0.55	0.311
>Sequence9115	0.35	0.098
>Sequence9116	0.3	0.43
>Sequence9117	0.55	0.412
>Sequence9118	0.5	0.749
>Sequence9119	0.5	0.275
>Sequence9120	0.25	0.46
>Sequence9121	0.4	0.221
>Sequence9122	0.5	0.422
>Sequence9123	0.5	0.387
>Sequence9124	0.45	0.683
>Sequence9125	0.35	0.405
>Sequence9126	0.35	0.552
>Sequence9127	0.45	0.752
>Sequence9128	0.35	0.581
>Sequence9129	0.45	0.527
>Sequence9130	0.35	0.699
>Sequence9131	0.45	0.707
>Sequence9132	0.55	0.238
>Sequence9133	0.35	0.21
>Sequence9134	0.5	0.773
>Sequence9135	0.4	0.642
>Sequence9136	0.4	0.487
>Sequence9137	0.4	0.328
>Sequence9138	0.45	0.801
>Sequence9139	0.3	0.181
>Sequence9140	0.35	0.755
>Sequence9141	0.5	0.387
>Sequence9142	0.5	0.538
>Sequence9143	0.45	0.755
>Sequence9144	0.45	0.375
>Sequence9145	0.4	0.784
>Sequence9146	0.3	0.087
>Sequence9147	0.45	0.753
>Sequence9148	0.5	0.61
>Sequence9149	0.45	0.294
>Sequence9150	0.4	0.64
>Sequence9151	0.4	0.306
>Sequence9152	0.6	0.304
>Sequence9153	0.5	0.555
>Sequence9154	0.4	0.799
>Sequence9155	0.45	0.776
>Sequence9156	0.4	0.208
>Sequence9157	0.4	0.229
>Sequence9158	0.5	0.75
>Sequence9159	0.5	0.134
>Sequence9160	0.2	0.657
>Sequence9161	0.4	0.722
>Sequence9162	0.25	0.179
>Sequence9163	0.55	0.527
>Sequence9164	0.45	0.282
>Sequence9165	0.6	0.598
>Sequence9166	0.55	0.548
>Sequence9167	0.5	0.465
>Sequence9168	0.45	0.512
>Sequence9169	0.4	0.381
>Sequence9170	0.4	0.472
>Sequence9171	0.5	0.457
>Sequence9172	0.5	0.29
>Sequence9173	0.5	0.254
>Sequence9174	0.45	0.733
>Sequence9175	0.4	0.749
>Sequence9176	0.4	0.076
>Sequence9177	0.5	0.321
>Sequence9178	0.5	0.779
>Sequence9179	0.35	0.151
>Sequence9180	0.3	0.088
>Sequence9181	0.4	0.129
>Sequence9182	0.4	0.467
>Sequence9183	0.35	0.81
>Sequence9184	0.55	0.757
>Sequence9185	0.5	0.628
>Sequence9186	0.5	0.114
>Sequence9187	0.45	0.657
>Sequence9188	0.45	0.749
>Sequence9189	0.6	0.685
>Sequence9190	0.35	0.063
>Sequence9191	0.45	0.585
>Sequence9192	0.4	0.669
>Sequence9193	0.25	0.385
>Sequence9194	0.45	0.427
>Sequence9195	0.45	0.807
>Sequence9196	0.45	0.735
>Sequence9197	0.4	0.535
>Sequence9198	0.4	0.303
>Sequence9199	0.35	0.662
>Sequence9200	0.5	0.755
