Header	RF	SVM
>Sequence13001	0.5	0.492
>Sequence13002	0.4	0.413
>Sequence13003	0.45	0.287
>Sequence13004	0.4	0.699
>Sequence13005	0.3	0.129
>Sequence13006	0.4	0.298
>Sequence13007	0.5	0.72
>Sequence13008	0.45	0.183
>Sequence13009	0.45	0.817
>Sequence13010	0.3	0.079
>Sequence13011	0.5	0.729
>Sequence13012	0.4	0.527
>Sequence13013	0.4	0.768
>Sequence13014	0.45	0.718
>Sequence13015	0.35	0.471
>Sequence13016	0.4	0.73
>Sequence13017	0.6	0.254
>Sequence13018	0.45	0.793
>Sequence13019	0.5	0.204
>Sequence13020	0.6	0.267
>Sequence13021	0.5	0.822
>Sequence13022	0.4	0.458
>Sequence13023	0.45	0.347
>Sequence13024	0.4	0.668
>Sequence13025	0.45	0.472
>Sequence13026	0.5	0.625
>Sequence13027	0.4	0.467
>Sequence13028	0.5	0.364
>Sequence13029	0.4	0.272
>Sequence13030	0.45	0.512
>Sequence13031	0.5	0.275
>Sequence13032	0.5	0.699
>Sequence13033	0.45	0.259
>Sequence13034	0.4	0.802
>Sequence13035	0.5	0.695
>Sequence13036	0.25	0.251
>Sequence13037	0.4	0.228
>Sequence13038	0.35	0.5
>Sequence13039	0.5	0.766
>Sequence13040	0.5	0.2
>Sequence13041	0.5	0.732
>Sequence13042	0.55	0.259
>Sequence13043	0.25	0.54
>Sequence13044	0.4	0.805
>Sequence13045	0.45	0.373
>Sequence13046	0.15	0.264
>Sequence13047	0.25	0.41
>Sequence13048	0.4	0.22
>Sequence13049	0.5	0.224
>Sequence13050	0.3	0.344
>Sequence13051	0.35	0.132
>Sequence13052	0.5	0.761
>Sequence13053	0.4	0.202
>Sequence13054	0.35	0.695
>Sequence13055	0.55	0.198
>Sequence13056	0.35	0.077
>Sequence13057	0.4	0.067
>Sequence13058	0.45	0.76
>Sequence13059	0.4	0.103
>Sequence13060	0.45	0.601
>Sequence13061	0.5	0.665
>Sequence13062	0.4	0.602
>Sequence13063	0.45	0.826
>Sequence13064	0.45	0.331
>Sequence13065	0.45	0.777
>Sequence13066	0.55	0.224
>Sequence13067	0.3	0.541
>Sequence13068	0.45	0.778
>Sequence13069	0.55	0.159
>Sequence13070	0.55	0.867
>Sequence13071	0.3	0.353
>Sequence13072	0.4	0.136
>Sequence13073	0.4	0.232
>Sequence13074	0.55	0.396
>Sequence13075	0.6	0.75
>Sequence13076	0.4	0.247
>Sequence13077	0.45	0.367
>Sequence13078	0.4	0.554
>Sequence13079	0.35	0.479
>Sequence13080	0.5	0.719
>Sequence13081	0.5	0.822
>Sequence13082	0.4	0.805
>Sequence13083	0.35	0.17
>Sequence13084	0.4	0.408
>Sequence13085	0.3	0.742
>Sequence13086	0.45	0.266
>Sequence13087	0.45	0.725
>Sequence13088	0.35	0.723
>Sequence13089	0.4	0.415
>Sequence13090	0.35	0.754
>Sequence13091	0.35	0.834
>Sequence13092	0.45	0.459
>Sequence13093	0.45	0.121
>Sequence13094	0.5	0.221
>Sequence13095	0.5	0.76
>Sequence13096	0.25	0.302
>Sequence13097	0.2	0.299
>Sequence13098	0.5	0.746
>Sequence13099	0.5	0.757
>Sequence13100	0.25	0.577
